payment_id,order_id,payment_method,payment_status,amount_paid,payment_date
559,559,UPI,SUCCESS,1,2022-05-28
560,560,CARD,SUCCESS,1,2023-09-11
561,561,UPI,SUCCESS,1,2022-12-27
562,562,CARD,SUCCESS,1,2022-11-26
563,563,UPI,SUCCESS,1,2024-02-04
564,564,CARD,SUCCESS,1,2024-09-04
565,565,NETBANKING,SUCCESS,1,2024-12-23
566,566,NETBANKING,SUCCESS,1,2023-06-13
567,567,UPI,SUCCESS,1,2024-09-24
568,568,CARD,SUCCESS,1,2024-03-14
569,569,UPI,SUCCESS,1,2023-02-13
570,570,UPI,SUCCESS,1,2023-06-23
571,571,NETBANKING,SUCCESS,1,2022-01-19
572,572,UPI,SUCCESS,1,2021-05-24
573,573,UPI,SUCCESS,1,2023-06-06
574,574,CARD,SUCCESS,1,2024-09-16
575,575,CARD,SUCCESS,1,2024-10-08
576,576,CARD,SUCCESS,1,2023-12-22
577,577,NETBANKING,SUCCESS,1,2023-06-11
578,578,CARD,SUCCESS,1,2024-04-20
579,579,NETBANKING,SUCCESS,1,2021-08-10
580,580,UPI,SUCCESS,1,2024-07-04
581,581,CARD,SUCCESS,1,2024-09-29
582,582,CARD,SUCCESS,1,2024-10-25
583,583,NETBANKING,SUCCESS,1,2024-11-23
584,584,UPI,SUCCESS,1,2024-02-10
585,585,NETBANKING,SUCCESS,1,2023-10-28
586,586,NETBANKING,SUCCESS,1,2022-11-20
587,587,UPI,SUCCESS,1,2023-05-24
588,588,UPI,SUCCESS,1,2024-02-15
589,589,CARD,SUCCESS,1,2024-12-08
590,590,UPI,SUCCESS,1,2024-06-14
591,591,CARD,SUCCESS,1,2022-07-06
592,592,NETBANKING,SUCCESS,1,2024-06-16
593,593,UPI,SUCCESS,1,2021-12-08
594,594,NETBANKING,SUCCESS,1,2023-01-07
595,595,NETBANKING,SUCCESS,1,2023-07-09
596,596,NETBANKING,SUCCESS,1,2024-05-17
597,597,CARD,FAILED,0,2025-01-01
598,598,UPI,SUCCESS,1,2024-12-17
599,599,UPI,SUCCESS,1,2024-08-06
600,600,UPI,SUCCESS,1,2024-12-09
601,601,CARD,SUCCESS,1,2024-08-22
602,602,CARD,SUCCESS,1,2024-05-10
603,603,CARD,SUCCESS,1,2024-08-13
604,604,UPI,SUCCESS,1,2023-10-11
605,605,NETBANKING,SUCCESS,1,2023-12-08
606,606,CARD,SUCCESS,1,2022-11-29
607,607,CARD,SUCCESS,1,2024-12-29
608,608,CARD,SUCCESS,1,2024-12-16
609,609,CARD,SUCCESS,1,2024-12-23
610,610,UPI,SUCCESS,1,2024-04-28
611,611,NETBANKING,SUCCESS,1,2024-05-11
612,612,CARD,SUCCESS,1,2024-06-16
613,613,CARD,SUCCESS,1,2024-07-08
614,614,CARD,SUCCESS,1,2022-11-24
615,615,CARD,SUCCESS,1,2024-07-21
616,616,UPI,SUCCESS,1,2021-09-26
617,617,UPI,SUCCESS,1,2022-03-28
618,618,NETBANKING,SUCCESS,1,2021-12-07
619,619,NETBANKING,SUCCESS,1,2023-12-19
620,620,UPI,SUCCESS,1,2024-10-13
621,621,CARD,SUCCESS,1,2024-04-30
622,622,NETBANKING,SUCCESS,1,2024-12-09
623,623,NETBANKING,SUCCESS,1,2024-11-21
624,624,UPI,SUCCESS,1,2024-08-07
625,625,NETBANKING,SUCCESS,1,2024-11-05
626,626,UPI,SUCCESS,1,2024-05-04
627,627,CARD,SUCCESS,1,2024-11-14
628,628,UPI,SUCCESS,1,2023-09-22
629,629,CARD,SUCCESS,1,2024-08-21
630,630,NETBANKING,SUCCESS,1,2024-09-22
631,631,NETBANKING,SUCCESS,1,2024-11-19
632,632,NETBANKING,SUCCESS,1,2024-03-19
633,633,NETBANKING,SUCCESS,1,2024-09-23
634,634,NETBANKING,FAILED,0,2023-09-26
635,635,UPI,SUCCESS,1,2022-07-02
636,636,UPI,SUCCESS,1,2024-04-03
637,637,CARD,SUCCESS,1,2023-03-31
638,638,CARD,SUCCESS,1,2024-07-22
639,639,CARD,SUCCESS,1,2024-09-30
640,640,NETBANKING,SUCCESS,1,2024-08-06
641,641,NETBANKING,SUCCESS,1,2024-05-21
642,642,UPI,SUCCESS,1,2024-09-06
643,643,UPI,SUCCESS,1,2024-07-10
644,644,UPI,SUCCESS,1,2023-03-13
645,645,UPI,SUCCESS,1,2023-02-14
646,646,NETBANKING,SUCCESS,1,2024-05-24
647,647,UPI,SUCCESS,1,2023-08-16
648,648,UPI,SUCCESS,1,2022-02-22
649,649,CARD,SUCCESS,1,2023-06-15
650,650,CARD,SUCCESS,1,2024-01-04
651,651,NETBANKING,SUCCESS,1,2023-10-28
652,652,CARD,FAILED,0,2021-04-29
653,653,NETBANKING,SUCCESS,1,2024-10-26
654,654,UPI,SUCCESS,1,2024-09-12
655,655,UPI,SUCCESS,1,2024-11-28
656,656,UPI,SUCCESS,1,2024-10-27
657,657,NETBANKING,SUCCESS,1,2024-09-27
658,658,UPI,SUCCESS,1,2024-10-16
659,659,UPI,SUCCESS,1,2024-12-27
660,660,UPI,SUCCESS,1,2023-08-24
661,661,NETBANKING,SUCCESS,1,2024-07-05
662,662,CARD,SUCCESS,1,2023-07-02
663,663,NETBANKING,SUCCESS,1,2023-09-03
664,664,CARD,SUCCESS,1,2024-02-17
665,665,NETBANKING,SUCCESS,1,2022-07-24
666,666,CARD,SUCCESS,1,2023-05-28
667,667,NETBANKING,SUCCESS,1,2023-11-16
668,668,CARD,SUCCESS,1,2023-09-26
669,669,UPI,SUCCESS,1,2024-08-08
670,670,CARD,SUCCESS,1,2024-10-12
671,671,UPI,SUCCESS,1,2024-09-29
672,672,NETBANKING,SUCCESS,1,2024-12-01
673,673,CARD,FAILED,0,2024-11-15
674,674,CARD,SUCCESS,1,2024-07-24
675,675,UPI,SUCCESS,1,2024-11-11
676,676,UPI,SUCCESS,1,2024-04-14
677,677,NETBANKING,SUCCESS,1,2022-07-25
678,678,CARD,SUCCESS,1,2023-08-01
679,679,UPI,SUCCESS,1,2022-02-05
680,680,UPI,SUCCESS,1,2023-06-05
681,681,CARD,SUCCESS,1,2023-12-17
682,682,NETBANKING,SUCCESS,1,2024-01-08
683,683,UPI,SUCCESS,1,2024-01-02
684,684,UPI,SUCCESS,1,2024-06-30
685,685,NETBANKING,SUCCESS,1,2022-08-26
686,686,NETBANKING,SUCCESS,1,2024-12-18
687,687,CARD,SUCCESS,1,2022-09-01
688,688,CARD,SUCCESS,1,2023-12-13
689,689,CARD,SUCCESS,1,2024-07-22
690,690,CARD,SUCCESS,1,2022-08-27
691,691,NETBANKING,SUCCESS,1,2024-12-03
692,692,NETBANKING,SUCCESS,1,2024-12-11
693,693,NETBANKING,SUCCESS,1,2024-12-19
694,694,CARD,SUCCESS,1,2024-11-30
695,695,NETBANKING,SUCCESS,1,2024-12-16
696,696,NETBANKING,SUCCESS,1,2024-09-14
697,697,UPI,SUCCESS,1,2024-09-30
698,698,UPI,SUCCESS,1,2024-12-07
699,699,UPI,SUCCESS,1,2024-08-08
700,700,UPI,SUCCESS,1,2024-10-19
701,701,NETBANKING,SUCCESS,1,2024-11-23
702,702,NETBANKING,SUCCESS,1,2024-08-09
703,703,CARD,SUCCESS,1,2024-09-06
704,704,UPI,SUCCESS,1,2024-06-05
705,705,CARD,SUCCESS,1,2024-05-26
706,706,UPI,SUCCESS,1,2024-08-08
707,707,NETBANKING,SUCCESS,1,2024-09-06
708,708,CARD,SUCCESS,1,2024-04-09
709,709,NETBANKING,SUCCESS,1,2023-10-06
710,710,CARD,SUCCESS,1,2024-10-05
711,711,CARD,SUCCESS,1,2024-09-02
712,712,CARD,SUCCESS,1,2024-07-16
713,713,CARD,SUCCESS,1,2024-04-11
714,714,UPI,SUCCESS,1,2024-11-15
715,715,CARD,SUCCESS,1,2025-01-01
716,716,UPI,SUCCESS,1,2024-10-14
717,717,NETBANKING,SUCCESS,1,2024-10-27
718,718,NETBANKING,SUCCESS,1,2024-09-12
719,719,NETBANKING,SUCCESS,1,2024-08-24
720,720,CARD,SUCCESS,1,2024-12-06
721,721,NETBANKING,SUCCESS,1,2024-07-07
722,722,NETBANKING,SUCCESS,1,2024-10-12
723,723,UPI,SUCCESS,1,2024-11-28
724,724,NETBANKING,SUCCESS,1,2023-02-12
725,725,NETBANKING,SUCCESS,1,2024-04-19
726,726,CARD,SUCCESS,1,2022-02-04
727,727,NETBANKING,SUCCESS,1,2022-10-27
728,728,NETBANKING,SUCCESS,1,2022-04-19
729,729,CARD,SUCCESS,1,2023-03-25
730,730,NETBANKING,SUCCESS,1,2024-01-11
731,731,CARD,SUCCESS,1,2023-05-06
732,732,CARD,SUCCESS,1,2023-01-20
733,733,NETBANKING,SUCCESS,1,2023-11-18
734,734,UPI,SUCCESS,1,2023-09-21
735,735,CARD,SUCCESS,1,2022-10-16
736,736,UPI,SUCCESS,1,2024-07-26
737,737,NETBANKING,SUCCESS,1,2024-04-27
738,738,NETBANKING,SUCCESS,1,2024-08-05
739,739,CARD,SUCCESS,1,2024-11-07
740,740,NETBANKING,SUCCESS,1,2024-08-21
741,741,CARD,SUCCESS,1,2024-10-13
742,742,NETBANKING,SUCCESS,1,2024-02-07
743,743,UPI,SUCCESS,1,2023-09-14
744,744,CARD,SUCCESS,1,2021-12-17
745,745,UPI,SUCCESS,1,2024-07-14
746,746,CARD,SUCCESS,1,2022-07-15
747,747,CARD,SUCCESS,1,2022-06-14
748,748,UPI,SUCCESS,1,2024-07-24
749,749,UPI,SUCCESS,1,2024-11-01
750,750,CARD,SUCCESS,1,2024-05-06
751,751,CARD,SUCCESS,1,2022-06-15
752,752,UPI,SUCCESS,1,2024-12-14
753,753,CARD,SUCCESS,1,2024-12-19
754,754,CARD,SUCCESS,1,2024-08-07
755,755,UPI,SUCCESS,1,2022-10-18
756,756,UPI,SUCCESS,1,2022-11-07
757,757,UPI,SUCCESS,1,2024-10-06
758,758,CARD,SUCCESS,1,2024-06-05
759,759,NETBANKING,SUCCESS,1,2024-03-24
760,760,UPI,SUCCESS,1,2024-10-21
761,761,CARD,SUCCESS,1,2022-10-14
762,762,NETBANKING,SUCCESS,1,2024-05-05
763,763,UPI,SUCCESS,1,2023-10-31
764,764,CARD,SUCCESS,1,2024-07-08
765,765,NETBANKING,SUCCESS,1,2023-08-21
766,766,NETBANKING,SUCCESS,1,2024-09-04
767,767,NETBANKING,SUCCESS,1,2024-10-22
768,768,UPI,SUCCESS,1,2024-12-17
769,769,NETBANKING,SUCCESS,1,2024-11-01
770,770,NETBANKING,SUCCESS,1,2024-09-14
771,771,NETBANKING,SUCCESS,1,2024-05-26
772,772,CARD,SUCCESS,1,2023-08-20
773,773,NETBANKING,SUCCESS,1,2024-12-26
774,774,UPI,SUCCESS,1,2023-03-01
775,775,NETBANKING,SUCCESS,1,2023-10-03
776,776,NETBANKING,FAILED,0,2023-05-15
777,777,CARD,SUCCESS,1,2023-09-11
778,778,NETBANKING,SUCCESS,1,2024-12-13
779,779,UPI,SUCCESS,1,2024-04-05
780,780,NETBANKING,SUCCESS,1,2023-07-05
781,781,CARD,SUCCESS,1,2024-05-04
782,782,UPI,SUCCESS,1,2024-01-10
783,783,UPI,SUCCESS,1,2024-11-02
784,784,CARD,SUCCESS,1,2022-03-14
785,785,UPI,SUCCESS,1,2022-09-25
786,786,NETBANKING,SUCCESS,1,2021-10-16
787,787,NETBANKING,SUCCESS,1,2023-04-21
788,788,NETBANKING,SUCCESS,1,2021-11-10
789,789,UPI,SUCCESS,1,2023-07-21
790,790,CARD,SUCCESS,1,2024-05-10
791,791,UPI,SUCCESS,1,2022-09-28
792,792,NETBANKING,SUCCESS,1,2024-12-12
793,793,NETBANKING,SUCCESS,1,2024-10-30
794,794,UPI,SUCCESS,1,2024-12-23
795,795,NETBANKING,SUCCESS,1,2024-10-12
796,796,NETBANKING,SUCCESS,1,2024-10-13
797,797,CARD,SUCCESS,1,2024-12-06
798,798,CARD,SUCCESS,1,2024-10-13
799,799,CARD,FAILED,0,2024-11-18
800,800,CARD,SUCCESS,1,2022-03-30
801,801,CARD,SUCCESS,1,2023-07-28
802,802,CARD,SUCCESS,1,2024-12-12
803,803,UPI,SUCCESS,1,2023-12-07
804,804,UPI,SUCCESS,1,2024-07-07
805,805,NETBANKING,SUCCESS,1,2021-10-01
806,806,NETBANKING,SUCCESS,1,2021-09-08
807,807,UPI,SUCCESS,1,2024-04-17
808,808,CARD,SUCCESS,1,2022-05-18
809,809,CARD,SUCCESS,1,2022-08-10
810,810,CARD,SUCCESS,1,2021-09-07
811,811,NETBANKING,SUCCESS,1,2022-11-22
812,812,UPI,SUCCESS,1,2023-01-19
813,813,NETBANKING,SUCCESS,1,2024-05-15
814,814,NETBANKING,SUCCESS,1,2024-10-29
815,815,NETBANKING,SUCCESS,1,2024-10-28
816,816,CARD,SUCCESS,1,2024-10-11
817,817,UPI,SUCCESS,1,2024-07-09
818,818,UPI,SUCCESS,1,2024-08-16
819,819,NETBANKING,SUCCESS,1,2024-12-15
820,820,UPI,SUCCESS,1,2024-08-04
821,821,UPI,SUCCESS,1,2024-12-04
822,822,UPI,SUCCESS,1,2024-07-28
823,823,UPI,SUCCESS,1,2024-08-25
824,824,CARD,SUCCESS,1,2022-12-13
825,825,NETBANKING,SUCCESS,1,2022-11-08
826,826,CARD,SUCCESS,1,2023-07-20
827,827,CARD,SUCCESS,1,2023-02-02
828,828,CARD,SUCCESS,1,2024-02-21
829,829,UPI,SUCCESS,1,2024-11-16
830,830,CARD,SUCCESS,1,2024-11-19
831,831,CARD,SUCCESS,1,2024-09-05
832,832,NETBANKING,SUCCESS,1,2024-08-11
833,833,CARD,SUCCESS,1,2024-12-18
834,834,CARD,SUCCESS,1,2024-11-13
835,835,NETBANKING,SUCCESS,1,2024-12-31
836,836,UPI,SUCCESS,1,2024-10-21
837,837,CARD,SUCCESS,1,2024-10-25
838,838,UPI,SUCCESS,1,2024-09-06
839,839,UPI,SUCCESS,1,2024-12-11
840,840,NETBANKING,SUCCESS,1,2023-06-07
841,841,NETBANKING,SUCCESS,1,2024-12-31
842,842,NETBANKING,SUCCESS,1,2024-12-31
843,843,CARD,FAILED,0,2024-12-31
844,844,CARD,SUCCESS,1,2023-01-03
845,845,NETBANKING,SUCCESS,1,2022-12-01
846,846,NETBANKING,SUCCESS,1,2023-01-16
847,847,NETBANKING,SUCCESS,1,2022-06-04
848,848,CARD,SUCCESS,1,2022-03-18
849,849,UPI,FAILED,0,2024-04-08
850,850,CARD,SUCCESS,1,2022-09-19
851,851,CARD,SUCCESS,1,2024-08-03
852,852,CARD,SUCCESS,1,2024-12-20
853,853,UPI,SUCCESS,1,2023-12-15
854,854,NETBANKING,SUCCESS,1,2024-07-03
855,855,CARD,SUCCESS,1,2023-07-20
856,856,CARD,SUCCESS,1,2023-10-22
857,857,CARD,SUCCESS,1,2024-12-03
858,858,NETBANKING,SUCCESS,1,2022-04-12
859,859,UPI,SUCCESS,1,2024-09-18
860,860,UPI,SUCCESS,1,2024-02-24
861,861,NETBANKING,SUCCESS,1,2024-01-22
862,862,CARD,FAILED,0,2024-07-03
863,863,CARD,SUCCESS,1,2024-06-19
864,864,UPI,SUCCESS,1,2024-06-25
865,865,NETBANKING,SUCCESS,1,2022-01-20
866,866,NETBANKING,SUCCESS,1,2022-12-02
867,867,NETBANKING,SUCCESS,1,2023-10-12
868,868,UPI,SUCCESS,1,2023-02-07
869,869,NETBANKING,SUCCESS,1,2024-11-07
870,870,CARD,SUCCESS,1,2024-07-10
871,871,NETBANKING,SUCCESS,1,2023-11-13
872,872,UPI,SUCCESS,1,2024-09-12
873,873,NETBANKING,SUCCESS,1,2023-07-16
874,874,NETBANKING,SUCCESS,1,2022-10-23
875,875,CARD,SUCCESS,1,2024-08-22
876,876,CARD,SUCCESS,1,2023-12-06
877,877,UPI,SUCCESS,1,2023-05-18
878,878,UPI,SUCCESS,1,2022-04-11
879,879,NETBANKING,SUCCESS,1,2024-10-23
880,880,NETBANKING,SUCCESS,1,2022-05-28
881,881,UPI,SUCCESS,1,2024-12-27
882,882,UPI,SUCCESS,1,2024-10-27
883,883,CARD,SUCCESS,1,2024-06-03
884,884,CARD,SUCCESS,1,2023-06-27
885,885,NETBANKING,SUCCESS,1,2024-11-17
886,886,UPI,SUCCESS,1,2024-01-28
887,887,UPI,SUCCESS,1,2022-09-10
888,888,UPI,SUCCESS,1,2023-06-10
889,889,CARD,FAILED,0,2023-08-07
890,890,UPI,FAILED,0,2022-11-10
891,891,NETBANKING,SUCCESS,1,2023-04-30
892,892,CARD,SUCCESS,1,2024-01-02
893,893,NETBANKING,SUCCESS,1,2023-07-03
894,894,UPI,SUCCESS,1,2023-04-24
895,895,NETBANKING,SUCCESS,1,2024-07-05
896,896,NETBANKING,SUCCESS,1,2024-12-27
897,897,UPI,SUCCESS,1,2024-11-20
898,898,NETBANKING,SUCCESS,1,2024-12-12
899,899,UPI,SUCCESS,1,2024-07-01
900,900,NETBANKING,SUCCESS,1,2024-08-25
901,901,UPI,SUCCESS,1,2022-04-24
902,902,CARD,SUCCESS,1,2024-09-29
903,903,CARD,SUCCESS,1,2024-08-08
904,904,UPI,SUCCESS,1,2022-03-15
905,905,NETBANKING,SUCCESS,1,2024-06-14
906,906,UPI,SUCCESS,1,2022-11-23
907,907,CARD,SUCCESS,1,2024-08-10
908,908,UPI,SUCCESS,1,2022-06-23
909,909,NETBANKING,SUCCESS,1,2023-12-11
910,910,CARD,SUCCESS,1,2024-10-10
911,911,CARD,SUCCESS,1,2023-06-24
912,912,UPI,SUCCESS,1,2024-02-14
913,913,UPI,SUCCESS,1,2022-02-08
914,914,UPI,SUCCESS,1,2022-08-22
915,915,CARD,FAILED,0,2024-03-02
916,916,UPI,SUCCESS,1,2024-02-09
917,917,NETBANKING,SUCCESS,1,2023-09-16
918,918,NETBANKING,SUCCESS,1,2023-11-24
919,919,NETBANKING,SUCCESS,1,2024-12-24
920,920,NETBANKING,SUCCESS,1,2024-06-09
921,921,UPI,SUCCESS,1,2022-09-04
922,922,CARD,SUCCESS,1,2023-08-24
923,923,NETBANKING,SUCCESS,1,2022-11-19
924,924,UPI,FAILED,0,2022-04-29
925,925,CARD,SUCCESS,1,2024-12-13
926,926,CARD,SUCCESS,1,2024-11-23
927,927,UPI,SUCCESS,1,2024-12-06
928,928,CARD,SUCCESS,1,2023-12-23
929,929,UPI,FAILED,0,2024-05-10
930,930,NETBANKING,FAILED,0,2023-08-23
931,931,CARD,SUCCESS,1,2023-06-29
932,932,CARD,SUCCESS,1,2024-09-29
933,933,UPI,SUCCESS,1,2024-04-04
934,934,NETBANKING,SUCCESS,1,2022-10-18
935,935,NETBANKING,SUCCESS,1,2022-07-27
936,936,CARD,SUCCESS,1,2024-11-08
937,937,NETBANKING,SUCCESS,1,2024-03-06
938,938,CARD,SUCCESS,1,2024-08-22
939,939,NETBANKING,SUCCESS,1,2024-06-09
940,940,UPI,SUCCESS,1,2024-05-17
941,941,UPI,SUCCESS,1,2024-06-03
942,942,NETBANKING,SUCCESS,1,2022-06-26
943,943,NETBANKING,SUCCESS,1,2022-08-07
944,944,UPI,SUCCESS,1,2024-06-27
945,945,CARD,SUCCESS,1,2023-06-23
946,946,NETBANKING,SUCCESS,1,2024-08-05
947,947,UPI,FAILED,0,2023-06-14
948,948,CARD,FAILED,0,2023-04-22
949,949,CARD,SUCCESS,1,2024-03-05
950,950,NETBANKING,SUCCESS,1,2024-03-05
951,951,CARD,SUCCESS,1,2024-06-27
952,952,NETBANKING,SUCCESS,1,2023-06-05
953,953,NETBANKING,SUCCESS,1,2024-01-15
954,954,NETBANKING,SUCCESS,1,2024-11-18
955,955,CARD,SUCCESS,1,2024-05-31
956,956,UPI,SUCCESS,1,2024-04-10
957,957,CARD,SUCCESS,1,2023-04-08
958,958,NETBANKING,SUCCESS,1,2024-02-17
959,959,NETBANKING,SUCCESS,1,2024-01-31
960,960,CARD,SUCCESS,1,2023-04-17
961,961,UPI,SUCCESS,1,2023-04-27
962,962,CARD,SUCCESS,1,2021-09-01
963,963,NETBANKING,SUCCESS,1,2023-05-11
964,964,UPI,SUCCESS,1,2024-11-27
965,965,CARD,SUCCESS,1,2024-05-31
966,966,CARD,SUCCESS,1,2024-04-26
967,967,UPI,SUCCESS,1,2023-10-22
968,968,UPI,SUCCESS,1,2023-09-25
969,969,NETBANKING,SUCCESS,1,2024-07-08
970,970,CARD,SUCCESS,1,2024-11-08
971,971,NETBANKING,SUCCESS,1,2024-04-20
972,972,NETBANKING,SUCCESS,1,2023-11-30
973,973,NETBANKING,SUCCESS,1,2023-08-17
974,974,CARD,SUCCESS,1,2023-07-28
975,975,CARD,SUCCESS,1,2024-04-12
976,976,CARD,SUCCESS,1,2023-01-27
977,977,CARD,SUCCESS,1,2024-03-07
978,978,NETBANKING,SUCCESS,1,2024-12-11
979,979,UPI,SUCCESS,1,2024-11-10
980,980,NETBANKING,SUCCESS,1,2024-11-18
981,981,CARD,SUCCESS,1,2023-11-02
982,982,NETBANKING,SUCCESS,1,2024-05-17
983,983,UPI,SUCCESS,1,2022-09-11
984,984,CARD,FAILED,0,2023-07-24
985,985,UPI,SUCCESS,1,2024-05-21
986,986,NETBANKING,SUCCESS,1,2023-12-19
987,987,UPI,SUCCESS,1,2023-06-27
988,988,CARD,SUCCESS,1,2022-07-02
989,989,NETBANKING,SUCCESS,1,2023-11-03
990,990,NETBANKING,SUCCESS,1,2021-09-07
991,991,NETBANKING,SUCCESS,1,2023-04-03
992,992,NETBANKING,SUCCESS,1,2023-03-26
993,993,NETBANKING,SUCCESS,1,2024-12-06
994,994,NETBANKING,SUCCESS,1,2024-09-20
995,995,NETBANKING,SUCCESS,1,2024-09-02
996,996,CARD,SUCCESS,1,2024-03-11
997,997,UPI,SUCCESS,1,2024-12-26
998,998,CARD,SUCCESS,1,2024-11-13
999,999,CARD,SUCCESS,1,2024-05-25
1000,1000,CARD,SUCCESS,1,2024-05-02
1001,1001,NETBANKING,SUCCESS,1,2024-09-03
1002,1002,NETBANKING,SUCCESS,1,2024-03-19
1003,1003,NETBANKING,SUCCESS,1,2024-09-08
1004,1004,CARD,SUCCESS,1,2024-07-08
1005,1005,NETBANKING,SUCCESS,1,2024-11-28
1006,1006,UPI,SUCCESS,1,2024-11-01
1007,1007,CARD,SUCCESS,1,2024-11-01
1008,1008,NETBANKING,SUCCESS,1,2024-08-21
1009,1009,CARD,SUCCESS,1,2024-07-30
1010,1010,UPI,SUCCESS,1,2024-08-06
1011,1011,UPI,SUCCESS,1,2024-12-31
1012,1012,UPI,SUCCESS,1,2022-01-12
1013,1013,UPI,SUCCESS,1,2023-11-13
1014,1014,CARD,FAILED,0,2023-10-22
1015,1015,NETBANKING,SUCCESS,1,2023-10-22
1016,1016,CARD,SUCCESS,1,2022-01-05
1017,1017,NETBANKING,SUCCESS,1,2024-12-31
1018,1018,UPI,SUCCESS,1,2024-10-16
1019,1019,NETBANKING,SUCCESS,1,2024-08-30
1020,1020,NETBANKING,SUCCESS,1,2024-06-20
1021,1021,NETBANKING,SUCCESS,1,2024-07-17
1022,1022,UPI,SUCCESS,1,2024-04-07
1023,1023,CARD,SUCCESS,1,2024-08-17
1024,1024,UPI,SUCCESS,1,2024-09-08
1025,1025,UPI,FAILED,0,2021-11-29
1026,1026,NETBANKING,SUCCESS,1,2024-10-13
1027,1027,NETBANKING,FAILED,0,2024-05-20
1028,1028,CARD,SUCCESS,1,2023-09-07
1029,1029,CARD,SUCCESS,1,2024-09-20
1030,1030,UPI,SUCCESS,1,2024-12-26
1031,1031,UPI,SUCCESS,1,2024-01-29
1032,1032,UPI,SUCCESS,1,2024-08-24
1033,1033,UPI,SUCCESS,1,2024-12-09
1034,1034,CARD,FAILED,0,2024-10-27
1035,1035,CARD,SUCCESS,1,2023-06-03
1036,1036,UPI,SUCCESS,1,2023-11-19
1037,1037,UPI,SUCCESS,1,2023-05-30
1038,1038,CARD,SUCCESS,1,2023-05-22
1039,1039,UPI,SUCCESS,1,2024-09-08
1040,1040,UPI,SUCCESS,1,2024-06-28
1041,1041,UPI,SUCCESS,1,2024-07-22
1042,1042,UPI,SUCCESS,1,2023-05-30
1043,1043,CARD,SUCCESS,1,2023-11-27
1044,1044,UPI,SUCCESS,1,2024-12-21
1045,1045,UPI,SUCCESS,1,2024-10-10
1046,1046,CARD,SUCCESS,1,2024-10-16
1047,1047,NETBANKING,SUCCESS,1,2024-11-05
1048,1048,NETBANKING,SUCCESS,1,2024-12-04
1049,1049,NETBANKING,SUCCESS,1,2024-08-15
1050,1050,CARD,SUCCESS,1,2024-07-19
1051,1051,NETBANKING,SUCCESS,1,2024-05-11
1052,1052,CARD,SUCCESS,1,2021-12-08
1053,1053,NETBANKING,SUCCESS,1,2024-10-15
1054,1054,CARD,SUCCESS,1,2024-07-01
1055,1055,CARD,SUCCESS,1,2022-11-18
1056,1056,UPI,SUCCESS,1,2024-05-30
1057,1057,NETBANKING,SUCCESS,1,2024-11-08
1058,1058,CARD,SUCCESS,1,2024-10-15
1059,1059,NETBANKING,SUCCESS,1,2023-01-14
1060,1060,UPI,SUCCESS,1,2023-01-25
1061,1061,CARD,SUCCESS,1,2024-11-29
1062,1062,UPI,SUCCESS,1,2023-04-13
1063,1063,CARD,SUCCESS,1,2023-05-05
1064,1064,NETBANKING,SUCCESS,1,2024-10-12
1065,1065,CARD,SUCCESS,1,2023-12-08
1066,1066,UPI,FAILED,0,2022-05-17
1067,1067,NETBANKING,SUCCESS,1,2024-06-08
1068,1068,UPI,SUCCESS,1,2024-01-22
1069,1069,CARD,SUCCESS,1,2024-12-19
1070,1070,NETBANKING,SUCCESS,1,2024-12-19
1071,1071,UPI,SUCCESS,1,2024-07-14
1072,1072,NETBANKING,SUCCESS,1,2024-08-23
1073,1073,CARD,SUCCESS,1,2023-02-28
1074,1074,UPI,SUCCESS,1,2024-12-18
1075,1075,CARD,SUCCESS,1,2024-12-07
1076,1076,NETBANKING,SUCCESS,1,2023-05-30
1077,1077,CARD,SUCCESS,1,2024-08-09
1078,1078,UPI,FAILED,0,2024-06-16
1079,1079,UPI,SUCCESS,1,2024-06-29
1080,1080,CARD,SUCCESS,1,2024-03-28
1081,1081,NETBANKING,SUCCESS,1,2024-11-08
1082,1082,UPI,SUCCESS,1,2023-09-08
1083,1083,UPI,SUCCESS,1,2024-11-27
1084,1084,NETBANKING,SUCCESS,1,2023-08-04
1085,1085,CARD,SUCCESS,1,2024-10-29
1086,1086,NETBANKING,SUCCESS,1,2024-06-24
1087,1087,UPI,SUCCESS,1,2024-05-25
1088,1088,NETBANKING,SUCCESS,1,2024-07-04
1089,1089,UPI,SUCCESS,1,2024-06-22
1090,1090,NETBANKING,SUCCESS,1,2022-09-23
1091,1091,NETBANKING,SUCCESS,1,2022-09-02
1092,1092,NETBANKING,SUCCESS,1,2023-03-18
1093,1093,UPI,SUCCESS,1,2023-02-09
1094,1094,NETBANKING,SUCCESS,1,2024-02-01
1095,1095,CARD,FAILED,0,2022-06-05
1096,1096,NETBANKING,SUCCESS,1,2023-04-25
1097,1097,UPI,SUCCESS,1,2023-06-23
1098,1098,UPI,SUCCESS,1,2023-12-04
1099,1099,NETBANKING,SUCCESS,1,2024-12-15
1100,1100,UPI,SUCCESS,1,2022-12-22
1101,1101,UPI,FAILED,0,2021-12-28
1102,1102,UPI,SUCCESS,1,2023-07-24
1103,1103,CARD,SUCCESS,1,2023-05-23
1104,1104,UPI,SUCCESS,1,2022-06-30
1105,1105,CARD,SUCCESS,1,2023-11-03
1106,1106,NETBANKING,SUCCESS,1,2024-07-29
1107,1107,NETBANKING,SUCCESS,1,2024-08-25
1108,1108,CARD,SUCCESS,1,2024-08-09
1109,1109,UPI,SUCCESS,1,2024-02-02
